FILIAL;NUMNOTA;SERIE;EMISSAO;CODCLI;CODPROD;QUANT;VLRUNIT;VLRTOTAL;CFOP;COND_PGTO
01;104986;1;21/05/2025;000295;PA00190;1;31,22;31,22;6102;28/35/42
01;104987;1;21/05/2025;000129;PA00114;1;28,98;28,98;6102;À VISTA
02;502219;1;21/05/2025;000412;PA00256;8;13,24;105,92;5102;28 DD
01;104988;1;21/05/2025;000076;PA00501;12;43,14;517,68;5102;30 DD
01;104989;1;21/05/2025;000448;PA00388;23;59,73;1373,79;5102;28/35/42
01;104990;1;21/05/2025;000080;PA00200;8;20,44;163,52;5102;28/35/42
01;104991;1;21/05/2025;000101;PA00543;13;11,78;153,14;6102;30 DD
01;104992;1;21/05/2025;000103;PA00464;2;17,45;34,90;5102;À VISTA
01;104993;1;21/05/2025;000099;PA00363;10;20,91;209,10;6102;28/35/42
01;104994;1;21/05/2025;000300;PA00036;6;7,24;43,44;5102;À VISTA
01;104995;1;21/05/2025;000006;PA00386;1;74,74;74,74;6102;30 DD
02;502220;1;21/05/2025;000242;PA00561;5;48,76;243,80;6102;28 DD
01;104996;1;21/05/2025;000404;PA00280;13;10,75;139,75;6102;À VISTA
01;104997;1;21/05/2025;000472;PA00070;3;42,10;126,30;6102;30 DD
01;104998;1;21/05/2025;000352;PA00149;20;18,17;363,40;6102;30 DD
01;104999;1;21/05/2025;000173;PA00323;6;27,80;166,80;6102;30 DD
01;105000;1;21/05/2025;000121;PA00212;3;29,30;87,90;5102;28/35/42
02;502221;1;21/05/2025;000439;PA00325;9;28,87;259,83;6102;À VISTA
01;105001;1;21/05/2025;000151;PA00436;2;29,40;58,80;6102;28/35/42
01;105002;1;21/05/2025;000207;PA00577;9;20,31;182,79;5102;28/35/42
01;105003;1;21/05/2025;000489;PA00345;11;62,66;689,26;5102;28/35/42
01;105004;1;21/05/2025;000374;PA00297;7;59,29;415,03;6102;À VISTA
02;502222;1;21/05/2025;000432;PA00119;4;29,98;119,92;6102;À VISTA
02;502223;1;21/05/2025;000093;PA00381;3;26,22;78,66;6102;28/35/42
02;502224;1;21/05/2025;000364;PA00431;2;7,00;14,00;6102;30 DD
02;502225;1;21/05/2025;000377;PA00365;7;34,40;240,80;6102;28 DD
01;105005;1;21/05/2025;000104;PA00335;1;27,14;27,14;6102;30 DD
01;105006;1;21/05/2025;000293;PA00541;3;18,44;55,32;6102;28/35/42
01;105007;1;21/05/2025;000375;PA00593;9;18,13;163,17;5102;À VISTA
01;105008;1;21/05/2025;000497;PA00343;4;68,84;275,36;5102;28/35/42
01;105009;1;21/05/2025;000207;PA00365;9;36,21;325,89;6102;28/35/42
02;502226;1;22/05/2025;000355;PA00491;17;11,00;187,00;5102;30 DD
01;105010;1;22/05/2025;000441;PA00296;1;32,54;32,54;5102;À VISTA
02;502227;1;22/05/2025;000283;PA00241;1;30,80;30,80;5102;28/35/42
02;502228;1;22/05/2025;000120;PA00281;12;9,00;108,00;5102;À VISTA
01;105011;1;22/05/2025;000472;PA00008;10;13,48;134,80;5102;28/35/42
01;105012;1;22/05/2025;000449;PA00045;10;49,98;499,80;5102;28/35/42
01;105013;1;22/05/2025;000334;PA00382;6;53,27;319,62;6102;28/35/42
02;502229;1;22/05/2025;000203;PA00141;6;30,86;185,16;6102;30 DD
01;105014;1;22/05/2025;000236;PA00011;2;47,10;94,20;5102;À VISTA
02;502230;1;22/05/2025;000421;PA00137;2;19,04;38,08;5102;28 DD
02;502231;1;22/05/2025;000169;PA00541;9;19,41;174,69;6102;28 DD
02;502232;1;22/05/2025;000108;PA00072;1;60,21;60,21;6102;À VISTA
01;105015;1;22/05/2025;000305;PA00128;12;24,78;297,36;6102;28 DD
01;105016;1;22/05/2025;000103;PA00351;10;57,91;579,10;5102;30 DD
01;105017;1;22/05/2025;000025;PA00243;1;63,92;63,92;5102;28/35/42
01;105018;1;22/05/2025;000362;PA00146;7;7,23;50,61;6102;À VISTA
01;105019;1;22/05/2025;000370;PA00581;8;12,43;99,44;5102;30 DD
01;105020;1;22/05/2025;000342;PA00479;8;14,75;118,00;6102;28/35/42
02;502233;1;22/05/2025;000319;PA00190;1;36,73;36,73;6102;28 DD
01;105021;1;22/05/2025;000389;PA00496;1;6,26;6,26;5102;28/35/42
02;502234;1;22/05/2025;000041;PA00360;5;52,23;261,15;5102;28/35/42
01;105022;1;22/05/2025;000128;PA00343;20;61,96;1239,20;6102;À VISTA
02;502235;1;22/05/2025;000440;PA00304;1;32,75;32,75;6102;À VISTA
02;502236;1;22/05/2025;000450;PA00075;1;48,46;48,46;6102;À VISTA
01;105023;1;22/05/2025;000479;PA00067;2;39,08;78,16;5102;30 DD
01;105024;1;22/05/2025;000006;PA00474;1;14,15;14,15;5102;30 DD
02;502237;1;22/05/2025;000152;PA00001;4;56,89;227,56;5102;30 DD
01;105025;1;22/05/2025;000393;PA00010;1;11,54;11,54;5102;À VISTA
01;105026;1;22/05/2025;000118;PA00386;5;83,05;415,25;5102;28/35/42
01;105027;1;22/05/2025;000464;PA00389;24;33,45;802,80;5102;28/35/42
01;105028;1;22/05/2025;000145;PA00178;18;8,25;148,50;6102;À VISTA
01;105029;1;22/05/2025;000254;PA00136;6;36,52;219,12;6102;28 DD
01;105030;1;22/05/2025;000229;PA00289;2;17,42;34,84;5102;30 DD
01;105031;1;22/05/2025;000204;PA00087;2;27,11;54,22;6102;À VISTA
01;105032;1;22/05/2025;000465;PA00499;1;16,72;16,72;5102;30 DD
02;502238;1;22/05/2025;000144;PA00301;10;31,90;319,00;5102;28/35/42
01;105033;1;22/05/2025;000182;PA00396;9;65,96;593,64;5102;À VISTA
02;502239;1;22/05/2025;000278;PA00266;4;30,52;122,08;6102;À VISTA
01;105034;1;22/05/2025;000143;PA00012;6;34,97;209,82;6102;À VISTA
02;502240;1;22/05/2025;000048;PA00425;15;23,93;358,95;6102;28 DD
01;105035;1;22/05/2025;000457;PA00497;17;17,56;298,52;5102;28 DD
01;105036;1;22/05/2025;000408;PA00277;10;35,97;359,70;5102;28/35/42
01;105037;1;22/05/2025;000284;PA00182;16;33,86;541,76;5102;28 DD
01;105038;1;22/05/2025;000186;PA00055;1;31,36;31,36;5102;À VISTA
01;105039;1;22/05/2025;000151;PA00288;2;45,69;91,38;6102;À VISTA
02;502241;1;22/05/2025;000051;PA00223;1;38,56;38,56;6102;À VISTA
01;105040;1;22/05/2025;000301;PA00025;2;25,16;50,32;5102;À VISTA
02;502242;1;22/05/2025;000470;PA00270;4;42,44;169,76;5102;28 DD
01;105041;1;22/05/2025;000334;PA00548;3;53,40;160,20;6102;28/35/42
01;105042;1;22/05/2025;000184;PA00441;3;14,38;43,14;5102;28 DD
01;105043;1;22/05/2025;000045;PA00234;8;56,36;450,88;6102;28 DD
02;502243;1;22/05/2025;000152;PA00545;1;28,54;28,54;6102;28/35/42
01;105044;1;22/05/2025;000094;PA00402;1;21,03;21,03;6102;28 DD
02;502244;1;22/05/2025;000022;PA00587;6;23,37;140,22;5102;À VISTA
01;105045;1;22/05/2025;000111;PA00183;3;34,78;104,34;5102;À VISTA
02;502245;1;22/05/2025;000331;PA00482;9;24,95;224,55;6102;30 DD
02;502246;1;22/05/2025;000421;PA00111;14;25,99;363,86;6102;28 DD
02;502247;1;22/05/2025;000386;PA00575;5;59,72;298,60;5102;30 DD
01;105046;1;22/05/2025;000362;PA00338;8;23,46;187,68;5102;30 DD
01;105047;1;22/05/2025;000348;PA00166;1;31,73;31,73;6102;28/35/42
01;105048;1;22/05/2025;000269;PA00131;2;10,77;21,54;5102;À VISTA
01;105049;1;22/05/2025;000134;PA00190;2;34,89;69,78;6102;28/35/42
01;105050;1;23/05/2025;000045;PA00379;33;63,51;2095,83;5102;30 DD
02;502248;1;23/05/2025;000187;PA00255;7;9,68;67,76;5102;28 DD
01;105051;1;23/05/2025;000128;PA00323;21;29,26;614,46;6102;28/35/42
01;105052;1;23/05/2025;000468;PA00208;1;14,54;14,54;6102;28/35/42
01;105053;1;23/05/2025;000099;PA00516;2;70,50;141,00;5102;28/35/42
02;502249;1;23/05/2025;000007;PA00364;7;70,07;490,49;6102;À VISTA
01;105054;1;23/05/2025;000129;PA00576;2;19,37;38,74;6102;28 DD
01;105055;1;23/05/2025;000248;PA00226;4;15,98;63,92;6102;30 DD
02;502250;1;23/05/2025;000412;PA00104;17;22,95;390,15;5102;À VISTA
01;105056;1;23/05/2025;000133;PA00158;18;30,37;546,66;6102;À VISTA
01;105057;1;23/05/2025;000340;PA00211;3;18,74;56,22;5102;30 DD
01;105058;1;23/05/2025;000334;PA00096;2;40,36;80,72;6102;28/35/42
01;105059;1;23/05/2025;000078;PA00184;4;11,20;44,80;6102;30 DD
02;502251;1;23/05/2025;000093;PA00219;14;41,22;577,08;5102;28 DD
02;502252;1;23/05/2025;000155;PA00022;12;14,80;177,60;5102;À VISTA
02;502253;1;23/05/2025;000180;PA00168;4;25,16;100,64;6102;À VISTA
02;502254;1;23/05/2025;000162;PA00552;12;12,58;150,96;6102;28 DD
02;502255;1;23/05/2025;000260;PA00087;2;27,11;54,22;5102;30 DD
01;105060;1;23/05/2025;000286;PA00483;15;11,43;171,45;6102;28/35/42
01;105061;1;23/05/2025;000025;PA00017;16;53,37;853,92;5102;30 DD
01;105062;1;23/05/2025;000324;PA00161;4;13,10;52,40;5102;30 DD
02;502256;1;23/05/2025;000439;PA00318;2;33,50;67,00;5102;28 DD
02;502257;1;23/05/2025;000149;PA00600;1;46,81;46,81;6102;28/35/42
01;105063;1;23/05/2025;000128;PA00360;14;52,23;731,22;5102;28/35/42
02;502258;1;23/05/2025;000421;PA00217;11;33,21;365,31;6102;28/35/42
01;105064;1;23/05/2025;000015;PA00499;3;18,69;56,07;6102;28 DD
01;105065;1;23/05/2025;000228;PA00451;1;26,56;26,56;6102;28/35/42
01;105066;1;23/05/2025;000428;PA00359;3;17,53;52,59;6102;À VISTA
01;105067;1;23/05/2025;000193;PA00023;2;31,22;62,44;5102;28 DD
01;105068;1;23/05/2025;000136;PA00596;13;46,29;601,77;6102;28 DD
02;502259;1;23/05/2025;000040;PA00387;2;45,17;90,34;6102;30 DD
02;502260;1;23/05/2025;000177;PA00270;8;38,20;305,60;6102;28/35/42
01;105069;1;23/05/2025;000236;PA00470;2;17,42;34,84;5102;À VISTA
01;105070;1;23/05/2025;000094;PA00452;1;13,20;13,20;6102;28/35/42
02;502261;1;23/05/2025;000047;PA00597;6;16,01;96,06;5102;28/35/42
02;502262;1;23/05/2025;000343;PA00484;10;25,59;255,90;6102;28/35/42
01;105071;1;23/05/2025;000422;PA00120;2;37,90;75,80;5102;30 DD
02;502263;1;23/05/2025;000432;PA00028;6;4,49;26,94;6102;28/35/42
01;105072;1;23/05/2025;000448;PA00547;27;53,74;1450,98;5102;28/35/42
01;105073;1;23/05/2025;000368;PA00257;11;13,63;149,93;6102;30 DD
01;105074;1;23/05/2025;000094;PA00395;1;23,93;23,93;6102;30 DD
02;502264;1;23/05/2025;000144;PA00451;57;26,56;1513,92;6102;28/35/42
01;105075;1;23/05/2025;000191;PA00082;3;7,25;21,75;6102;À VISTA
01;105076;1;23/05/2025;000358;PA00380;1;37,19;37,19;5102;30 DD
01;105077;1;23/05/2025;000181;PA00422;11;14,38;158,18;5102;28 DD
02;502265;1;23/05/2025;000423;PA00245;1;50,17;50,17;5102;28 DD
01;105078;1;23/05/2025;000289;PA00030;8;43,07;344,56;5102;28/35/42
02;502266;1;23/05/2025;000440;PA00135;3;8,66;25,98;5102;28/35/42
01;105079;1;23/05/2025;000067;PA00143;3;7,84;23,52;5102;30 DD
01;105080;1;23/05/2025;000390;PA00222;9;8,20;73,80;5102;30 DD
01;105081;1;23/05/2025;000135;PA00055;10;36,90;369,00;5102;28/35/42
01;105082;1;23/05/2025;000128;PA00349;48;37,45;1797,60;6102;À VISTA
02;502267;1;23/05/2025;000049;PA00030;4;45,46;181,84;6102;À VISTA
02;502268;1;23/05/2025;000011;PA00540;3;26,93;80,79;6102;28/35/42
01;105083;1;23/05/2025;000256;PA00508;4;17,68;70,72;5102;28 DD
01;105084;1;23/05/2025;000401;PA00218;16;20,98;335,68;5102;À VISTA
02;502269;1;23/05/2025;939669;PA00367;1;56,10;56,10;6102;À VISTA
01;105085;1;23/05/2025;000062;PA00284;7;35,79;250,53;5102;À VISTA
02;502270;1;23/05/2025;000318;PA00150;5;17,92;89,60;6102;À VISTA
01;105086;1;23/05/2025;000128;PA00181;17;21,38;363,46;5102;28/35/42
02;502271;1;23/05/2025;000071;PA00261;28;38,70;1083,60;5102;28/35/42
02;502272;1;23/05/2025;000033;PA00589;8;67,33;538,64;6102;28/35/42
02;502273;1;23/05/2025;000004;PA00133;5;30,54;152,70;5102;28/35/42
01;105087;1;23/05/2025;000117;PA00227;10;48,47;484,70;5102;28/35/42
01;105088;1;23/05/2025;000434;PA00516;4;56,40;225,60;6102;28 DD
01;105089;1;23/05/2025;000159;PA00531;1;25,00;25,00;5102;30 DD
02;502274;1;23/05/2025;000333;PA00480;4;10,09;40,36;5102;28/35/42
02;502275;1;23/05/2025;000311;PA00003;4;28,56;114,24;6102;28/35/42
01;105090;1;23/05/2025;000245;PA00284;3;35,79;107,37;5102;28/35/42
01;105091;1;23/05/2025;000045;PA00330;89;59,81;5323,09;6102;28/35/42
02;502276;1;23/05/2025;000365;PA00530;1;66,64;66,64;6102;30 DD
02;502277;1;23/05/2025;000093;PA00185;15;13,42;201,30;6102;30 DD
02;502278;1;23/05/2025;000328;PA00474;1;15,82;15,82;5102;28 DD
01;105092;1;23/05/2025;000100;PA00128;4;26,08;104,32;5102;28 DD
01;105093;1;23/05/2025;000373;PA00225;5;22,22;111,10;6102;À VISTA
01;105094;1;23/05/2025;000200;PA00409;3;28,56;85,68;5102;28/35/42
01;105095;1;23/05/2025;000445;PA00168;6;25,16;150,96;6102;30 DD
01;105096;1;23/05/2025;000128;PA00194;12;23,99;287,88;6102;À VISTA
01;105097;1;23/05/2025;000326;PA00093;2;21,04;42,08;5102;28 DD
01;105098;1;23/05/2025;000419;PA00225;6;22,22;133,32;6102;À VISTA
01;105099;1;23/05/2025;000289;PA00576;11;21,52;236,72;5102;28 DD
01;105100;1;23/05/2025;000067;PA00509;1;9,03;9,03;6102;30 DD
01;105101;1;23/05/2025;000454;PA00467;12;15,87;190,44;5102;28/35/42
01;105102;1;23/05/2025;000289;PA00477;25;27,67;691,75;6102;28/35/42
01;105103;1;23/05/2025;000101;PA00227;23;48,47;1114,81;5102;30 DD
02;502279;1;23/05/2025;000343;PA00568;13;13,92;180,96;6102;28/35/42
01;105104;1;23/05/2025;000441;PA00198;1;18,65;18,65;6102;28 DD
01;105105;1;23/05/2025;000284;PA00227;4;48,47;193,88;6102;À VISTA
01;105106;1;23/05/2025;000339;PA00047;1;14,15;14,15;5102;30 DD
01;105107;1;24/05/2025;000153;PA00249;1;24,40;24,40;5102;À VISTA
02;502280;1;24/05/2025;000402;PA00220;6;20,17;121,02;5102;28 DD
01;105108;1;24/05/2025;000113;PA00357;1;50,50;50,50;6102;À VISTA
02;502281;1;24/05/2025;000048;PA00415;12;9,67;116,04;6102;À VISTA
01;105109;1;24/05/2025;000091;PA00210;20;8,69;173,80;5102;À VISTA
01;105110;1;24/05/2025;000078;PA00514;10;49,22;492,20;5102;30 DD
01;105111;1;24/05/2025;000368;PA00029;12;29,33;351,96;6102;30 DD
01;105112;1;24/05/2025;000345;PA00432;1;30,74;30,74;6102;À VISTA
01;105113;1;24/05/2025;000053;PA00361;1;39,97;39,97;6102;28 DD
01;105114;1;24/05/2025;000002;PA00128;1;23,47;23,47;6102;28/35/42
01;105115;1;24/05/2025;920366;PA00322;7;26,59;186,13;5102;28/35/42
02;502282;1;24/05/2025;000311;PA00389;5;31,78;158,90;6102;À VISTA
01;105116;1;24/05/2025;000257;PA00288;40;50,77;2030,80;5102;30 DD
01;105117;1;24/05/2025;000416;PA00292;6;24,44;146,64;6102;28/35/42
01;105118;1;24/05/2025;000291;PA00089;8;32,85;262,80;6102;28/35/42
02;502283;1;24/05/2025;000500;PA00529;4;22,45;89,80;5102;28/35/42
02;502284;1;24/05/2025;000476;PA00490;3;25,07;75,21;6102;28 DD
01;105119;1;24/05/2025;000352;PA00533;8;30,43;243,44;5102;À VISTA
01;105120;1;24/05/2025;000348;PA00089;1;29,56;29,56;5102;À VISTA
01;105121;1;24/05/2025;991599;PA00474;4;16,65;66,60;6102;30 DD
01;105122;1;24/05/2025;000042;PA00104;9;22,95;206,55;5102;À VISTA
01;105123;1;24/05/2025;000091;PA00205;6;32,47;194,82;6102;30 DD
01;105124;1;24/05/2025;000038;PA00427;9;7,23;65,07;6102;30 DD
01;105125;1;24/05/2025;000058;PA00331;2;42,16;84,32;6102;30 DD
01;105126;1;24/05/2025;000184;PA00384;1;39,23;39,23;6102;28 DD
02;502285;1;24/05/2025;000349;PA00505;1;50,48;50,48;5102;28 DD
01;105127;1;24/05/2025;000444;PA00325;23;27,43;630,89;5102;28 DD
01;105128;1;24/05/2025;000499;PA00380;7;37,19;260,33;6102;28/35/42
01;105129;1;24/05/2025;000037;PA00255;2;9,14;18,28;5102;30 DD
01;105130;1;24/05/2025;000299;PA00170;1;39,01;39,01;6102;À VISTA
02;502286;1;24/05/2025;000311;PA00166;17;31,73;539,41;6102;28/35/42
01;105131;1;24/05/2025;000366;PA00443;3;16,53;49,59;6102;À VISTA
02;502287;1;24/05/2025;000364;PA00410;13;9,67;125,71;5102;28 DD
02;502288;1;24/05/2025;000050;PA00420;4;10,90;43,60;5102;28 DD
01;105132;1;24/05/2025;000035;PA00274;10;39,10;391,00;6102;28/35/42
01;105133;1;24/05/2025;000101;PA00009;27;14,89;402,03;6102;30 DD
01;105134;1;24/05/2025;000240;PA00130;2;20,76;41,52;5102;28 DD
01;105135;1;24/05/2025;000043;PA00563;9;54,08;486,72;5102;28/35/42
01;105136;1;24/05/2025;000237;PA00156;1;28,73;28,73;5102;30 DD
01;105137;1;24/05/2025;000244;PA00515;8;50,72;405,76;5102;À VISTA
02;502289;1;25/05/2025;000218;PA00382;7;56,23;393,61;6102;28/35/42
02;502290;1;25/05/2025;000323;PA00305;7;55,03;385,21;6102;28/35/42
02;502291;1;25/05/2025;000411;PA00399;1;57,28;57,28;6102;À VISTA
01;105138;1;25/05/2025;000253;PA00157;6;34,49;206,94;5102;À VISTA
01;105139;1;25/05/2025;000052;PA00401;1;16,13;16,13;6102;28/35/42
01;105140;1;25/05/2025;000132;PA00213;3;8,45;25,35;5102;28/35/42
02;502292;1;25/05/2025;000407;PA00295;7;16,12;112,84;5102;À VISTA
02;502293;1;25/05/2025;000296;PA00524;11;26,14;287,54;6102;À VISTA
02;502294;1;25/05/2025;000108;PA00354;4;77,55;310,20;6102;28/35/42
02;502295;1;25/05/2025;000089;PA00154;5;7,49;37,45;5102;28 DD
02;502296;1;25/05/2025;000087;PA00369;7;46,29;324,03;6102;28 DD
01;105141;1;25/05/2025;000159;PA00341;2;48,05;96,10;6102;À VISTA
01;105142;1;25/05/2025;000067;PA00563;1;48,67;48,67;5102;28/35/42
01;105143;1;25/05/2025;000489;PA00505;9;59,39;534,51;5102;30 DD
02;502297;1;25/05/2025;000275;PA00152;1;16,12;16,12;6102;28 DD
01;105144;1;25/05/2025;000226;PA00076;1;38,32;38,32;5102;28/35/42
01;105145;1;25/05/2025;000495;PA00241;4;27,56;110,24;6102;28/35/42
01;105146;1;25/05/2025;000186;PA00446;2;28,76;57,52;6102;À VISTA
01;105147;1;25/05/2025;000461;PA00301;4;31,90;127,60;6102;30 DD
01;105148;1;25/05/2025;000045;PA00462;13;16,80;218,40;6102;28 DD
02;502298;1;25/05/2025;000172;PA00089;4;32,85;131,40;6102;30 DD
01;105149;1;25/05/2025;000214;PA00078;13;13,14;170,82;6102;28 DD
01;105150;1;25/05/2025;000422;PA00573;9;30,30;272,70;5102;30 DD
02;502299;1;26/05/2025;000424;PA00158;1;32,05;32,05;5102;28 DD
01;105151;1;26/05/2025;000465;PA00496;2;6,61;13,22;5102;30 DD
02;502300;1;26/05/2025;000451;PA00194;5;23,99;119,95;6102;28 DD
01;105152;1;26/05/2025;000362;PA00307;1;63,70;63,70;5102;28/35/42
01;105153;1;26/05/2025;000368;PA00397;16;50,72;811,52;5102;28/35/42
01;105154;1;26/05/2025;000020;PA00291;3;48,46;145,38;5102;30 DD
01;105155;1;26/05/2025;000075;PA00485;13;9,80;127,40;6102;À VISTA
01;105156;1;26/05/2025;000389;PA00224;4;54,50;218,00;6102;28 DD
02;502301;1;26/05/2025;000398;PA00354;1;73,47;73,47;6102;À VISTA
01;105157;1;26/05/2025;000052;PA00090;4;12,34;49,36;5102;À VISTA
01;105158;1;26/05/2025;000128;PA00230;14;32,78;458,92;6102;28 DD
02;502302;1;26/05/2025;000144;PA00188;3;39,39;118,17;6102;À VISTA
01;105159;1;26/05/2025;000245;PA00105;6;29,68;178,08;5102;28 DD
02;502303;1;26/05/2025;000279;PA00169;14;19,19;268,66;5102;À VISTA
01;105160;1;26/05/2025;000141;PA00428;1;29,62;29,62;6102;28 DD
01;105161;1;26/05/2025;000128;PA00063;16;16,83;269,28;5102;28/35/42
01;105162;1;26/05/2025;000128;PA00268;31;27,84;863,04;6102;28/35/42
01;105163;1;26/05/2025;000128;PA00026;12;34,42;413,04;6102;À VISTA
01;105164;1;26/05/2025;000067;PA00470;1;17,42;17,42;6102;30 DD
02;502304;1;26/05/2025;000040;PA00270;11;40,32;443,52;6102;30 DD
01;105165;1;26/05/2025;000078;PA00244;13;17,93;233,09;6102;À VISTA
01;105166;1;26/05/2025;000127;PA00227;5;48,47;242,35;5102;28/35/42
02;502305;1;26/05/2025;000083;PA00587;1;19,86;19,86;5102;28/35/42
02;502306;1;26/05/2025;000008;PA00423;5;28,26;141,30;5102;28/35/42
01;105167;1;26/05/2025;000098;PA00224;1;51,63;51,63;5102;28/35/42
01;105168;1;26/05/2025;000020;PA00400;5;57,69;288,45;5102;28/35/42
01;105169;1;26/05/2025;000226;PA00223;1;36,30;36,30;6102;À VISTA
01;105170;1;26/05/2025;000392;PA00443;1;14,79;14,79;5102;28/35/42
02;502307;1;26/05/2025;000178;PA00069;15;40,29;604,35;5102;28 DD
01;105171;1;26/05/2025;000245;PA00122;5;23,24;116,20;5102;28/35/42
01;105172;1;26/05/2025;000291;PA00106;2;35,71;71,42;5102;28/35/42
01;105173;1;26/05/2025;000257;PA00034;3;32,36;97,08;5102;À VISTA
01;105174;1;26/05/2025;000234;PA00518;9;40,58;365,22;6102;28 DD
01;105175;1;26/05/2025;000215;PA00593;6;19,13;114,78;5102;30 DD
01;105176;1;26/05/2025;000141;PA00327;8;52,28;418,24;6102;28 DD
01;105177;1;26/05/2025;000350;PA00346;5;54,29;271,45;5102;28 DD
01;105178;1;26/05/2025;000312;PA00581;2;11,12;22,24;5102;28/35/42
01;105179;1;26/05/2025;000441;PA00201;1;29,58;29,58;6102;28/35/42
01;105180;1;26/05/2025;000497;PA00527;25;57,46;1436,50;6102;28/35/42
02;502308;1;26/05/2025;000394;PA00215;6;54,10;324,60;6102;30 DD
01;105181;1;26/05/2025;000142;PA00291;2;48,46;96,92;6102;À VISTA
01;105182;1;26/05/2025;000002;PA00182;1;28,78;28,78;6102;28 DD
01;105183;1;26/05/2025;000375;PA00051;4;53,43;213,72;6102;28 DD
02;502309;1;26/05/2025;000033;PA00158;8;32,05;256,40;5102;À VISTA
01;105184;1;26/05/2025;000389;PA00319;4;46,76;187,04;5102;À VISTA
01;105185;1;26/05/2025;000431;PA00555;11;64,99;714,89;5102;28/35/42
01;105186;1;26/05/2025;000213;PA00450;4;13,84;55,36;6102;30 DD
02;502310;1;26/05/2025;000116;PA00588;1;16,61;16,61;6102;À VISTA
01;105187;1;26/05/2025;000146;PA00339;32;28,74;919,68;5102;28 DD
02;502311;1;26/05/2025;000329;PA00529;10;22,45;224,50;6102;30 DD
02;502312;1;26/05/2025;000168;PA00145;4;37,14;148,56;6102;28 DD
02;502313;1;26/05/2025;000351;PA00366;3;13,89;41,67;5102;28 DD
01;105188;1;26/05/2025;000213;PA00411;16;20,69;331,04;5102;À VISTA
01;105189;1;26/05/2025;000019;PA00337;1;69,89;69,89;5102;28/35/42
01;105190;1;26/05/2025;000461;PA00453;4;20,21;80,84;6102;28 DD
01;105191;1;26/05/2025;956556;PA00014;2;45,19;90,38;6102;28 DD
02;502314;1;26/05/2025;000385;PA00361;3;42,19;126,57;6102;28 DD
01;105192;1;26/05/2025;000148;PA00309;5;61,74;308,70;6102;À VISTA
02;502315;1;26/05/2025;000152;PA00039;6;13,85;83,10;5102;28 DD
01;105193;1;26/05/2025;000182;PA00476;44;13,52;594,88;6102;28/35/42
01;105194;1;26/05/2025;000139;PA00177;5;14,64;73,20;6102;28/35/42
02;502316;1;26/05/2025;000319;PA00358;1;14,45;14,45;5102;À VISTA
01;105195;1;26/05/2025;000077;PA00135;3;10,83;32,49;5102;28 DD
01;105196;1;26/05/2025;000158;PA00297;8;56,33;450,64;6102;28 DD
01;105197;1;26/05/2025;000289;PA00239;14;43,58;610,12;6102;30 DD
02;502317;1;26/05/2025;000241;PA00390;5;68,94;344,70;6102;30 DD
01;105198;1;26/05/2025;000183;PA00502;4;47,87;191,48;6102;28/35/42
01;105199;1;26/05/2025;000350;PA00121;20;34,04;680,80;6102;28/35/42
01;105200;1;26/05/2025;000215;PA00370;2;72,63;145,26;5102;À VISTA
01;105201;1;26/05/2025;000300;PA00316;11;40,95;450,45;6102;30 DD
01;105202;1;26/05/2025;000404;PA00283;7;54,72;383,04;5102;À VISTA
02;502318;1;26/05/2025;965732;PA00367;3;53,30;159,90;6102;28 DD
01;105203;1;27/05/2025;000160;PA00183;3;33,04;99,12;5102;28/35/42
02;502319;1;27/05/2025;000351;PA00531;7;27,78;194,46;5102;28/35/42
01;105204;1;27/05/2025;000497;PA00221;27;39,02;1053,54;6102;À VISTA
02;502320;1;27/05/2025;000365;PA00166;11;33,40;367,40;6102;28/35/42
02;502321;1;27/05/2025;000187;PA00151;23;12,11;278,53;6102;28 DD
01;105205;1;27/05/2025;000002;PA00259;1;32,33;32,33;5102;À VISTA
01;105206;1;27/05/2025;000009;PA00321;1;51,94;51,94;5102;À VISTA
01;105207;1;27/05/2025;000277;PA00070;4;47,05;188,20;6102;28/35/42
01;105208;1;27/05/2025;000431;PA00240;11;42,17;463,87;5102;À VISTA
01;105209;1;27/05/2025;000465;PA00344;3;39,92;119,76;5102;À VISTA
01;105210;1;27/05/2025;000293;PA00468;3;23,87;71,61;5102;30 DD
02;502322;1;27/05/2025;000439;PA00141;5;29,32;146,60;6102;28/35/42
01;105211;1;27/05/2025;000039;PA00075;2;48,46;96,92;6102;28/35/42
01;105212;1;27/05/2025;000053;PA00042;2;26,15;52,30;5102;28 DD
01;105213;1;27/05/2025;000313;PA00277;2;37,86;75,72;6102;À VISTA
02;502323;1;27/05/2025;000331;PA00468;3;29,84;89,52;6102;28/35/42
02;502324;1;27/05/2025;000011;PA00186;3;23,62;70,86;6102;28/35/42
01;105214;1;27/05/2025;000301;PA00130;1;18,46;18,46;6102;28/35/42
01;105215;1;27/05/2025;000082;PA00489;2;31,60;63,20;5102;À VISTA
02;502325;1;27/05/2025;000162;PA00173;17;12,48;212,16;6102;28/35/42
02;502326;1;27/05/2025;000311;PA00149;6;17,26;103,56;6102;30 DD
01;105216;1;27/05/2025;000289;PA00040;7;45,66;319,62;6102;30 DD
01;105217;1;27/05/2025;000237;PA00333;1;27,00;27,00;6102;28/35/42
02;502327;1;27/05/2025;998625;PA00402;3;23,37;70,11;6102;28 DD
01;105218;1;27/05/2025;000430;PA00489;2;31,60;63,20;6102;28/35/42
